,tweets
602895954,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/yYTjNWvzpF
1280455909,Key point here is that @GutoAberconwy is a former Tory MP and Minister in Theresa May's government. And his view is that Brexit has shafted farmers in Wales.   Imagine if he'd been open about the impacts in 2019. https://t.co/7YuBp7LWqJ
66661130,"Britain deserves better. #GeneralElectionN0W 

‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/iOOPyGdn59"
20436383,"Brexit means Brexit, Brexidiots

‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/Pbpb1pTX88"
1012359349166059521,UK farmers blame Brexit for loss of access to EU and common agricultural policy subsidies https://t.co/DfEuwaUrao
17484821,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/bExu98Aebe
63144412,"""... threatening the presence of a farmer as pastoral keeper of the land... the importance of sheep grazing the uplands to keep grasses down and minimising the risk of climate change wildfires.. "" @GeorgeMonbiot have you seen this twaddle? 🤦‍♂️ 🧵
https://t.co/zUwQ9lsTBD"
1221912661178404864,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy | Brexit | The Guardian https://t.co/HvHHCt4XyB
1545618764,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/AUkHmdORMx
1580210997142474755,@vivamjm Brexit has many mysteries (courtesy of Russian cash etc) but one of the most profound is why UK farmers supported it so strongly.
351065029,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy | Brexit | The Guardian https://t.co/W94eDn4CZM
804348254,https://t.co/hzSvaGbs7P
119444624,"When ""project fear"" meets project reality ......

https://t.co/9cHyVkHjFv"
830798456100966403,"@chevington Though it is frequently said, “All farmers voted for Brexit"" - Actually it seems that around 52-53% of farmers voted for Brexit based on several polls before and after June 2016.  So a similar proportion to the UK as a whole. The NFU campaigned to Remain in the ref. in 2016"
3192252407,"""Brexit barriers are so unnecessary"" ...err...yes..FFS...so why fucking vote for them then? Jesus, what an idiot country.
https://t.co/BxvbSXgJWH"
39535196,"Yet more Brexit ""benefits""
#BrexitBrokeBritain

https://t.co/GYw6zTmSfg"
129193125,"Harvest time: Why the UK should unleash the power of gene editing.  By Cameron English

Brexit places England in a position to breakaway from the EU's archaic vision of biotech -- a more sustainable and profitable future for English farmers. 
@iealondon
https://t.co/iSZsMHvSZW https://t.co/YyVxvnkKBL"
185789804,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/26A3wmhlAM
1565678680558411776,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/cTAxufXNS5
170282950,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/Fjw5fTLTc4
368115754,https://t.co/K1cFprf9Fg
1586708665918259200,@chrisgreybrexit How many farmers supported Brexit? It’s hard to understand how they failed to predict losing all those CAP subsidies. I’m always stunned by people who don’t understand their own business.
1615435386,@Nigel_Farage https://t.co/vVdaSicnHw
830808076756328448,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/4fq9E5pIdd
1025384769054539776,"Food for thoughts. #Brexit 
⤵️
‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/jtpEZFXk5M"
210423769,"Brexit. The gift that keeps on taking!

https://t.co/mok6t8vqHn"
57441088,"What a stunning fuck up...By the very people getting fucked up.

https://t.co/JGS3hFeYzL"
104896385,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy. Didn’t farmers overwhelmingly vote for Brexit? #brexitlies #brexitbrokebritain  https://t.co/IYO74b16k0
18865355,"So the #Brexiteers lied about the impact of #Brexit on farmers, because they HAD NO PLAN! #ToryLies #BrexitLies - ‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/LPKJAY0bYY"
3652599853,"Once again further evidence that average Brit farmer didn’t understand the full implications of Brexit, loss of market access and associated costs of playing on the outside, and didn’t fight against it.  https://t.co/ZjtpbjXTJT"
253615321,"Two years since #BrexitReality the future for mountain sheep-farmers is full of economic precarity.
They have lost unfettered access to his nearest export market, faces reduction in subsidies, and has been disadvantaged by EU #tradedeals with Australia/NZ https://t.co/uFl9edQ1g9"
24472344,"'She pledged to have the “full range” of replacement supports in place by 2024, which would work whether “you are a commoner, upland farmer, or small family farm”.'

A 'commoner'?

Wow Britain really IS stuck in the 19th century.

https://t.co/6JePEwbzrd"
1026120626153631746,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/D5zxKvCGoa
99337454,"Haha - so why did they Vote for it, then? haha ‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/YdHEJ9RrPm"
1007034649,"Brexit, the government said, was about giving farmers “for the first time in 50 years [the] chance to do things differently”

Ian Rickman at his farm in Wales: ‘I’ve heard farmers say the industry was more or less chucked under a bus.’ https://t.co/AcVHjlDLqN"
1594042385293774848,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/6Fy6F4i96K
1158403249,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/feJeucZGSV
462310129,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/RpXdzvnUr5
2273165096,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/x6JAZsyW2s
15528707,"In the light of this article, I've always wondered why the European Union does not have a Digital Economy Policy (at the very least) on a par with the Common Agricultural Policy

https://t.co/dG9v7mCZwX"
1596247672142315520,"@Jacob_Rees_Mogg Utter nonsense!
Brexit has simply not delivered what you claimed.
What you lied about.
Little-Englander mentality and empty promises.
Though I bet that you profited from Brexit.

https://t.co/wv63KBRoHy"
367718336,https://t.co/wLWkaqtt8q
1349019867329032194,https://t.co/e5J85nOIcr
1061984344728846336,"Is there a positive, over 90% of farmers voted for brexit, fools all of them -- https://t.co/I5kLWmXBV1"
2827178988,"@gorbalsgoebbels @mehercle @JeanMcClung2 @Gordonross45 Those material constitutional changes came quicker than anticipated... Do try to keep up. EVEL 2015, Brexit 2016, Scottish farmers denied final CAP funding 2019 Internal Market Act 2020, The UNCRC (Incorporation) (Scotland) Bill 2021 - unconstitutionally challenged by Westminster"
1597752253540081664,"‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/Xmek8YMBsE 

Uk should just invest in rewilding"
1012176842,"https://t.co/AV06lXzImS
#RejoinEU"
3083871597,"@BestForBritain The Australian,  New Zealand trade deal is a disaster for British livestock farmers,  most of whom believed the Brexit lie and voted for it. But this bullshit from Bowie illustrates just how low the nation has sunk."
485912398,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/kmTfGNAopJ
310203059,"@twitchiefsmate @GBNEWS You seem to think that because things have gone well for your son everything is hunky dory with Brexit. Ask farmers, fishermen, musicians, NHS workers, care workers and people in the service industry how Brexit is going?"
1282693762385403906,"https://t.co/4U98DNX10P

Seems that buyer's remorse stings like bugger."
1487201937611239424,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/XQXlFZrtp5
1380238089763819526,"He has lost unfettered access to his nearest export market faces reduction in farm subsidies as the result of the loss of the common agricultural policy &amp; disadvantaged by trade deals giving access to the UK market to rival farmers from Oz &amp; NZ
Brexit 🤪

https://t.co/LRrWvvveQ9"
95955079,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/HZLUe3IjgM
262080255,"Who could possibly have predicted this happening 🤔
https://t.co/KlpSEDlBF9"
34069833,"Top story: ‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy | Brexit | The Guardian https://t.co/i09x7ZIEVL, see more https://t.co/Kxh0Dt9whJ"
839402840,"The Guardian Politics NEWTop story: ‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy | Brexit | The Guardian https://t.co/5u4MPSidnm, see more https://t.co/FIrAkwMHWl"
58377839,"Top story: ‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy | Brexit | The Guardian https://t.co/Fq7uFO1mha, see more https://t.co/InywxU4xHs"
25673390,"Top story: ‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy | Brexit | The Guardian https://t.co/4818xf5ay3, see more https://t.co/5MsbBLvAXG"
1024395565323497472,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/AUoQxkm4nn
1670902892,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/vQdhMSqsds
226526093,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/3OKqHdNLLU
329729189,#BrexitBenefits https://t.co/wDM2vI6fp0
4653577936,As you sow so shall you reap #52 - ‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/2lZuMWwIhM
74407948,"The fact the majority of famers voted in favour of Brexit feels like a missing piece of crucial context in these sort of articles.
https://t.co/tYsvj9qxFO"
747337498481692676,"As predicted at the time …..and yet English and Welsh farmers who generally seemed to have voted for Brexit, seem surprised by the outcomes!

‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/NHfLxlFRxi"
780506480449650689,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/PN4g36qWG7
1125358929557491713,"Ms Batters was warned about this 
But she believed what Johnson told her…
Now look at our farms  https://t.co/PFJuzyjKfs"
309632087,"#BrexitBrokeBritain
#BrexitHasFailed

https://t.co/LdTkdb7C0Y"
1085683407844265984,"There are NO positives, only negatives.

#BrexitIsACrimeScene

‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/XbqifmzhDj"
1266563068223504389,"'We're only seeing the negative': UK farmers on Brexit and losing the common agricultural policy: The Guardian https://t.co/0F0z7a3vah 

MORE w/ EcoSearch: https://t.co/V08wP763Ft"
1100542186733690880,"Yet another ""benefit"" of Brexit.
https://t.co/KH07FkLzha"
28361342,@lisaocarroll None of this should be a surprise to farmers. Why the moaning? They were warned about the impact Brexit would have on farming but still they all voted for it. Actions have consequences.
54575030,"“There’s no way you can dress those trade deals up as a good thing. I’ve heard farmers say the industry was more or less chucked under a bus.”

https://t.co/BhaF5OdKGh

#bbcpm"
1139120828124225538,Cannot see any blue sky &amp; Brexit benefits in this analysis. Maybe Liz @LizWebsterLD can? #RejoinEU #Rejoin ‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/WzN5s2B4vd
