,tweets,stopwords,upper
1025384769054539776,"Food for thoughts Brexit 

Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcojtpEZFXk5M",6,1
210423769,"Brexit The gift that keeps on taking

httpstcomok6t8vqHn",2,0
57441088,"What a stunning fuck upBy the very people getting fucked up

httpstcoJGS3hFeYzL",4,0
104896385,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy Didnt farmers overwhelmingly vote for Brexit brexitlies brexitbrokebritain  httpstcoIYO74b16k0,6,1
18865355,So the Brexiteers lied about the impact of Brexit on farmers because they HAD NO PLAN ToryLies BrexitLies  Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoLPKJAY0bYY,12,4
3652599853,Once again further evidence that average Brit farmer didnt understand the full implications of Brexit loss of market access and associated costs of playing on the outside and didnt fight against it  httpstcoZjtpbjXTJT,13,0
253615321,"Two years since BrexitReality the future for mountain sheepfarmers is full of economic precarity
They have lost unfettered access to his nearest export market faces reduction in subsidies and has been disadvantaged by EU tradedeals with AustraliaNZ httpstcouFl9edQ1g9",13,1
24472344,"She pledged to have the full range of replacement supports in place by 2024 which would work whether you are a commoner upland farmer or small family farm

A commoner

Wow Britain really IS stuck in the 19th century

httpstco6JePEwbzrd",13,2
1026120626153631746,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoD5zxKvCGoa,5,1
99337454,Haha  so why did they Vote for it then haha Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoYdHEJ9RrPm,12,1
1007034649,"Brexit the government said was about giving farmers for the first time in 50 years the chance to do things differently

Ian Rickman at his farm in Wales Ive heard farmers say the industry was more or less chucked under a bus httpstcoAcVHjlDLqN",18,0
1594042385293774848,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstco6Fy6F4i96K,5,1
1158403249,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcofeJeucZGSV,5,1
462310129,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoRpXdzvnUr5,5,1
2273165096,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcox6JAZsyW2s,5,1
15528707,"In the light of this article Ive always wondered why the European Union does not have a Digital Economy Policy at the very least on a par with the Common Agricultural Policy

httpstcodG9v7mCZwX",16,0
1596247672142315520,"Jacob_Rees_Mogg Utter nonsense
Brexit has simply not delivered what you claimed
What you lied about
LittleEnglander mentality and empty promises
Though I bet that you profited from Brexit

httpstcowv63KBRoHy",10,1
367718336,httpstcowLWkaqtt8q,0,0
1349019867329032194,httpstcoe5J85nOIcr,0,0
1061984344728846336,Is there a positive over 90 of farmers voted for brexit fools all of them  httpstcoI5kLWmXBV1,8,0
2827178988,gorbalsgoebbels mehercle JeanMcClung2 Gordonross45 Those material constitutional changes came quicker than anticipated Do try to keep up EVEL 2015 Brexit 2016 Scottish farmers denied final CAP funding 2019 Internal Market Act 2020 The UNCRC Incorporation Scotland Bill 2021  unconstitutionally challenged by Westminster,4,3
1597752253540081664,"Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoXmek8YMBsE 

Uk should just invest in rewilding",8,1
1012176842,"httpstcoAV06lXzImS
RejoinEU",0,0
3083871597,BestForBritain The Australian  New Zealand trade deal is a disaster for British livestock farmers  most of whom believed the Brexit lie and voted for it But this bullshit from Bowie illustrates just how low the nation has sunk,16,0
485912398,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcokmTfGNAopJ,5,1
310203059,twitchiefsmate GBNEWS You seem to think that because things have gone well for your son everything is hunky dory with Brexit Ask farmers fishermen musicians NHS workers care workers and people in the service industry how Brexit is going,13,2
1282693762385403906,"httpstco4U98DNX10P

Seems that buyers remorse stings like bugger",1,0
